359 428 535 1617 2848
ltmrc 0 0 0 1 4
ltmrch 0 0 0 0 1
ltmrcm 0 0 0 0 1
ltmrdn 0 0 0 0 1
ltmrgc 0 0 0 0 1
ltmria 0 0 0 0 1
ltmrib 0 0 0 0 1
ltmrll 0 0 0 0 1
ltmrn 0 0 0 0 1
ltmrt 0 0 0 0 2
ltmsc 0 0 0 1 0
ltmshr 0 0 0 0 1
ltmsiz 0 0 0 0 1
ltmsm 0 0 0 0 1
ltmssl 0 0 0 1 0
ltmst 0 0 0 0 1
ltmsti 0 0 0 0 1
ltmsu 0 0 0 0 2
ltmt 0 0 0 5 1
ltmtbc 0 0 0 1 0
ltmtc 0 0 0 4 0
ltmtcc 0 0 0 0 2
ltmtec 0 0 0 0 1
ltmtg 0 0 0 0 1
ltmtma 0 0 0 0 1
ltmtml 0 0 0 0 2
ltmtp 0 0 0 0 1
ltmtrm 0 0 0 0 1
ltmtrx 0 0 0 0 1
ltmtsr 0 0 0 1 0
ltmtx 0 0 0 1 1
ltmultistep 0 0 0 0 1
ltmun 0 0 0 0 1
ltmunicip 0 0 0 0 1
ltmuo 0 0 0 0 1
ltmur 0 0 0 0 2
ltmutual 0 0 0 1 1
ltmvst 0 0 0 1 0
ltmx 0 0 0 1 1
ltmxm 0 0 0 1 1
ltmxtr 0 0 0 1 0
ltmxxx 0 0 0 0 1
ltmyfra 0 0 0 0 1
ltmyg 0 0 0 0 1
ltmym 0 0 0 0 1
ltmyo 0 0 0 0 1
ltmyr 0 0 0 1 0
ltmyriad 0 0 0 1 0
ltnaarden 0 0 0 0 1
ltnabisco 0 0 0 1 0
ltnafi 0 0 0 1 0
ltnaftaga 1 0 0 0 0
ltnahl 0 0 0 0 2
ltnamg 0 0 0 1 1
ltnarr 0 0 0 4 0
ltnation 0 0 1 5 4
ltnationwid 0 0 0 0 1
ltnatt 0 0 0 0 1
ltnaturalit 0 0 0 1 0
ltnav 0 0 0 0 2
ltnbb 0 0 0 0 1
ltnbcc 0 0 0 0 1
ltnbct 0 0 0 0 1
ltnbd 0 0 0 0 1
ltnbhame 0 0 0 1 0
ltnbio 0 0 0 0 1
ltnbsc 0 0 0 0 1
ltnbti 0 0 0 0 1
ltnc 0 0 0 0 2
ltncac 0 0 0 0 1
ltncco 0 0 0 0 1
ltncel 0 0 0 1 1
ltncet 0 0 0 1 0
ltnch 0 0 0 0 1
ltncolt 0 0 0 0 1
ltncpa 0 0 0 3 0
ltncr 0 0 0 0 1
ltncrol 0 0 0 2 0
ltndac 0 0 0 1 0
ltndsn 0 0 0 0 1
ltndta 0 0 0 0 1
ltne 0 0 0 0 2
ltnec 0 0 0 1 1
ltneic 0 0 0 0 2
ltneimanmarcu 0 0 0 0 1
ltnelr 0 0 0 1 0
ltnem 0 0 0 1 2
ltnent 0 0 0 0 2
ltneoyh 1 0 0 0 0
ltneptunia 0 0 0 2 0
ltnesp 0 0 0 0 1
ltnestl 0 0 0 2 0
ltneszz 0 0 0 0 2
ltnetw 0 0 0 0 1
ltnevi 0 0 0 2 0
ltnew 0 0 0 3 5
ltnewman 0 0 0 1 0
ltnewpark 0 0 0 0 1
ltnewscop 0 0 0 0 1
ltnexll 0 0 0 0 1
ltnext 0 0 0 0 1
ltnfg 0 0 0 0 2
ltnfsf 0 0 0 0 1
ltnfsi 0 0 0 0 1
ltngc 0 0 1 0 0
ltnge 0 0 0 1 0
ltnhci 0 0 0 1 0
ltnhmo 0 0 0 1 1
ltnhsb 0 0 0 1 0
ltnhyol 2 0 0 0 0
ltni 0 0 0 0 2
ltnibca 0 0 0 0 1
ltnichol 0 0 0 1 0
ltnike 0 0 0 0 1
ltnikilu 0 0 0 0 1
ltnim 0 0 0 1 0
ltnippert 0 0 0 0 1
ltnippon 1 0 0 5 2
ltnissei 0 0 0 2 0
ltnkktt 0 0 0 1 0
ltnl 0 0 0 0 3
ltnlcsth 0 0 0 0 1
ltnln 0 0 0 0 1
ltnmc 0 0 0 0 2
ltnme 0 0 0 0 1
ltnmk 0 0 0 0 1
ltnmrx 0 0 0 0 1
ltnmsb 0 0 0 0 1
ltnmsct 0 0 0 1 0
ltnoax 0 0 0 3 1
ltnobl 0 0 0 1 0
ltnoblst 0 0 0 2 0
ltnoil 0 0 0 1 1
ltnoksh 0 0 0 1 0
ltnol 0 0 0 0 2
ltnolan 0 0 0 1 0
ltnold 0 0 0 0 1
ltnoma 0 0 0 0 1
ltnor 0 0 0 6 0
ltnoranda 0 0 0 2 0
ltnorcen 1 0 0 0 1
ltnordbanken 0 0 0 1 0
ltnorddeutsch 0 0 0 1 0
ltnorgold 0 0 0 1 0
ltnorrel 0 0 0 1 0
ltnorsk 0 0 0 0 1
ltnorth 1 0 0 1 0
ltnorthern 0 0 0 2 0
ltnova 1 0 0 2 1
ltnovamin 0 0 0 2 0
ltnovc 0 0 0 0 1
ltnovl 0 0 0 0 3
ltnovr 0 0 0 0 2
ltnowt 0 0 0 1 1
ltnoz 0 0 0 0 1
ltnpco 0 0 0 0 1
ltnpd 0 0 0 0 1
ltnpeeq 1 0 0 0 0
ltnpolt 0 0 0 0 1
ltnpr 0 0 0 0 1
ltnpsgu 0 0 0 0 1
ltnpt 0 0 0 3 0
ltnrd 0 0 0 0 1
ltnrm 0 0 0 0 1
ltnroc 0 0 0 0 1
ltnrt 0 0 0 1 0
ltnsani 0 0 0 0 1
ltnsant 0 0 0 1 0
ltnsc 0 0 0 7 1
ltnsh 0 0 0 1 0
ltnsic 0 0 0 0 1
ltnsm 0 0 0 1 1
ltnsp 0 0 0 0 1
ltnssi 0 0 0 1 0
ltnstct 0 0 0 0 1
ltnsugf 0 0 0 0 1
ltnt 0 0 0 0 1
ltntk 0 0 0 1 1
ltntlto 0 0 0 1 0
ltntwk 0 0 0 0 1
ltnu 0 0 0 0 1
ltnucel 0 0 0 1 0
ltnucm 0 0 0 0 1
ltnue 0 0 0 0 1
ltnum 0 0 0 0 1
ltnurs 0 0 0 1 0
ltnusourc 0 0 0 1 0
ltnutm 0 0 0 0 1
ltnvco 0 0 0 0 1
ltnvh 0 0 0 0 1
ltnvid 0 0 0 0 2
ltnw 0 0 0 2 2
ltnwa 0 0 0 0 2
ltnwbll 0 0 0 0 1
ltnwp 0 0 0 2 1
ltnwph 0 0 0 0 1
ltnyn 0 0 0 0 1
ltnz 0 0 0 1 0
ltnzi 0 0 0 1 0
ltnzym 0 0 0 1 0
ltoak 0 0 0 1 1
ltoar 0 0 0 0 1
ltoat 0 0 0 2 1
ltobci 0 0 0 0 1
ltobod 0 0 0 0 1
ltoc 0 0 0 0 1
ltocbmsi 0 0 0 0 1
ltoccident 0 0 0 1 0
ltocelot 0 0 0 0 1
ltocf 0 0 0 4 0
ltodsi 0 0 0 0 1
ltodyy 0 0 0 1 0
ltoe 0 0 0 0 1
ltoec 0 0 0 1 0
ltofc 0 0 0 0 1
ltoffi 0 0 0 0 1
ltoglethorp 0 0 0 0 1
ltohsc 0 0 0 0 1
ltoi 0 0 0 3 0
ltoil 1 0 0 0 0
ltoj 0 0 0 2 0
ltojay 0 0 0 1 0
ltok 2 0 0 0 0
ltokc 0 0 0 0 1
ltoldr 0 0 0 0 1
ltolivm 0 0 0 1 0
ltoln 0 0 0 1 0
ltolsn 0 0 0 1 2
ltom 0 0 0 1 0
ltomcm 0 0 0 0 3
ltomco 0 0 0 0 1
ltommna 0 0 0 1 0
ltomt 0 0 0 1 1
ltonex 0 0 0 1 0
ltonyx 0 0 0 0 1
ltopc 0 0 0 1 0
ltopp 0 0 0 0 1
ltoppenheim 0 0 0 1 0
ltoptkf 0 0 0 0 1
ltor 1 0 0 0 0
ltorbit 1 0 0 0 0
ltorbn 0 0 0 1 0
ltorcl 0 0 0 0 2
ltoryx 0 0 0 1 0
ltoshawa 0 0 0 0 1
ltoshm 0 0 0 0 2
ltoshuf 0 0 0 0 1
ltosi 0 0 0 0 1
ltosrc 0 0 0 1 0
ltostn 0 0 0 1 0
ltotf 0 0 0 0 1
ltottll 0 0 0 0 1
ltoub 0 0 0 0 1
ltoutoh 0 0 0 0 1
ltover 0 0 0 0 2
ltoversea 0 0 0 0 1
ltoverseachines 0 0 0 0 1
ltovwv 0 0 0 0 1
ltoxford 0 0 0 2 0
ltoxi 4 0 0 3 0
ltoxm 0 0 0 0 1
ltoxoco 0 0 0 0 1
ltp 2 0 0 0 0
ltpac 0 0 0 1 1
ltpacc 0 0 0 0 1
ltpacer 0 0 0 1 0
ltpacif 0 0 0 2 0
ltpacn 0 0 0 3 1
ltpae 0 0 0 0 1
ltpage 0 0 0 0 1
ltpagewilson 0 0 0 1 0
ltpagurian 0 0 0 0 1
ltpak 0 0 0 1 0
ltpalla 0 0 0 1 0
ltpaloma 0 0 0 0 1
ltpana 0 0 0 1 0
ltpancanadian 1 0 0 0 0
ltpanin 0 0 0 0 1
ltpant 0 0 0 3 0
ltpantherella 0 0 0 1 0
ltpantri 0 0 0 1 0
ltpaperboard 0 0 0 1 0
ltpar 0 0 0 0 1
ltparf 0 0 0 0 2
ltparipa 0 0 0 0 2
ltparker 0 0 0 1 0
ltpasn 0 0 0 0 1
ltpaul 0 0 0 1 0
ltpayn 0 0 0 0 1
ltpayx 0 0 0 0 1
ltpben 0 0 0 1 0
ltpbi 0 0 0 0 3
ltpbpfpa 0 0 0 0 1
ltpbt 2 0 0 0 1
ltpc 0 0 0 1 0
ltpca 0 0 0 0 1
ltpcar 0 0 0 1 0
ltpcc 0 0 0 15 0
ltpccn 0 0 0 1 0
ltpcep 0 0 0 0 1
ltpcg 0 0 0 0 1
ltpci 0 0 0 1 2
ltpclb 0 0 0 1 1
ltpco 0 0 0 1 0
ltpcqt 0 0 0 0 1
ltpcr 0 0 0 0 1
ltpcro 0 0 0 0 1
ltpd 0 0 0 0 1
ltpda 0 0 0 0 1
ltpdm 0 0 0 1 1
ltpdn 0 0 0 0 1
ltpdo 0 0 0 0 1
ltpeabodi 0 0 0 3 0
ltpeat 0 0 0 1 0
ltpebw 0 0 0 0 1
ltpecn 0 0 0 1 1
ltpeg 0 0 0 0 2
ltpembina 0 0 0 0 1
ltpen 0 0 0 1 0
ltpenw 0 0 0 0 1
ltpeo 0 0 0 0 1
ltpeop 0 0 0 0 2
ltpep 0 0 0 4 1
ltper 0 0 0 1 0
ltpercept 0 0 0 1 0
ltperwira 0 0 0 1 0
ltpesch 0 0 0 1 0
ltpetbbr 1 0 0 0 0
ltpeter 0 0 0 0 2
ltpetro 1 0 0 0 0
ltpetrocanada 1 0 0 0 0
ltpetrofina 1 0 0 0 0
ltpetroleo 1 0 0 0 0
ltpetrosur 0 0 0 1 0
ltpeuppa 0 0 0 0 1
ltpfb 0 0 0 0 1
ltpfina 0 0 0 0 1
ltpgai 0 0 0 0 2
ltpgloa 0 0 0 5 0
ltpgulf 0 0 0 0 2
ltphab 0 0 0 0 2
ltphbk 0 0 0 1 0
ltphcc 0 0 0 0 1
ltphh 0 0 0 1 1
ltphi 0 0 0 0 1
ltphilip 0 0 0 2 0
ltphoenix 0 0 0 1 0
ltphot 0 0 0 0 1
ltphph 0 0 0 0 1
ltphsi 0 0 0 1 0
ltphx 0 0 0 0 1
ltpicn 0 0 0 0 1
ltpico 0 0 0 0 1
ltpie 0 0 0 18 1
ltpii 0 0 0 0 1
ltpik 0 0 0 1 0
ltpilgrim 0 0 0 1 0
ltpilot 0 0 0 1 0
ltpin 0 0 0 0 1
ltpinnacl 0 0 0 1 0
ltpio 0 0 0 0 1
ltpioneer 0 0 0 6 0
ltpir 0 0 0 1 2
ltpitt 1 0 0 0 0
ltpiza 0 0 0 2 0
ltpkd 0 0 0 0 1
ltpke 0 0 0 0 1
ltpkn 0 0 0 1 0
ltpkoh 0 0 0 0 1
ltpkwi 0 0 0 0 1
ltplab 0 0 0 0 1
ltplacer 0 0 0 0 1
ltplant 0 0 0 1 0
ltplatinova 0 0 0 1 0
ltplaza 0 0 0 1 0
ltplc 0 0 0 1 0
ltplen 0 0 0 0 1
ltplit 0 0 0 0 1
ltplma 0 0 0 1 0
ltpln 1 0 0 0 1
ltplt 0 0 0 1 2
ltpltzc 0 0 0 0 2
ltpma 0 0 0 0 3
ltpman 0 0 0 0 1
ltpmbk 0 0 0 0 1
ltpmi 0 0 0 0 1
ltpmk 0 0 0 0 1
ltpmsc 0 0 0 1 0
ltpmsi 0 0 0 2 0
ltpn 0 0 0 0 4
ltpnbt 0 0 0 0 1
ltpnf 0 0 0 1 1
ltpnl 0 0 0 1 0
ltpnp 0 0 0 2 1
ltpnre 0 0 0 0 1
ltpnt 0 0 0 0 1
ltpnu 0 0 0 0 1
ltpnv 0 0 0 0 1
ltpoclain 0 0 0 0 2
ltpoco 0 0 0 0 1
ltpoggiharrison 0 0 0 1 0
ltpolo 0 0 0 0 1
ltpom 0 0 0 0 3
ltpop 0 0 0 0 1
ltpopx 0 0 0 1 0
ltporll 0 0 0 0 2
ltportsmouth 0 0 0 1 0
ltporx 0 0 0 0 1
ltposs 0 0 0 0 1
ltpow 0 0 0 0 1
ltpower 0 0 0 0 1
ltpowerin 1 0 0 0 0
ltpowr 0 0 0 0 1
ltpp 0 0 0 0 1
ltppc 0 0 0 0 2
ltppg 0 0 0 1 1
ltppi 0 0 0 0 1
ltppti 0 0 0 0 1
ltpr 0 0 0 1 0
ltprat 0 0 0 4 0
ltpratsouthmark 0 0 0 1 0
ltpratt 0 0 0 1 1
ltprcm 0 0 0 0 1
ltprd 0 0 0 1 1
ltpre 0 0 0 0 2
ltprecambrian 0 0 0 0 3
ltpremdor 0 0 0 0 2
ltpreussag 1 0 0 0 0
ltprew 0 0 0 0 1
ltpri 1 0 0 0 1
ltprimagaz 0 0 0 1 0
ltprincip 0 0 0 1 0
ltprivat 0 0 0 1 0
ltprn 0 0 0 0 1
ltpro 0 0 0 0 1
ltprog 0 0 0 1 0
ltprogress 0 0 0 5 0
ltpromac 0 0 0 1 0
ltprosz 0 0 0 0 1
ltprotein 0 0 0 1 0
ltprsgf 0 0 0 1 1
ltprsl 0 0 0 2 1
ltprudenti 0 0 0 0 1
ltprull 0 0 0 0 1
ltpsbk 0 0 0 0 1
ltpsc 0 0 0 1 0
ltpscx 0 0 0 0 2
ltpsg 0 0 0 2 0
ltpshgf 0 0 0 0 2
ltpsi 0 0 0 1 5
ltpsix 0 0 0 1 0
ltpsli 0 0 0 0 1
ltpsm 0 0 0 0 1
ltpsnc 0 0 0 0 1
ltpso 0 0 0 1 1
ltpsonl 0 0 0 1 3
ltpsr 0 0 0 0 1
ltpst 0 0 0 0 3
ltpt 0 0 0 1 0
ltptco 0 0 0 0 1
ltpti 0 0 0 0 1
ltptmi 0 0 0 0 2
ltptra 0 0 0 0 1
ltptro 0 0 0 1 0
ltpubo 0 0 0 0 2
ltpul 0 0 0 0 2
ltpvdc 0 0 0 5 1
ltpvi 0 0 0 1 1
ltpw 0 0 0 1 1
ltpwj 0 0 0 3 0
ltpwm 0 0 0 0 1
ltpza 0 0 0 1 1
ltpzl 1 0 0 0 1
ltqant 0 0 0 0 2
ltqbio 0 0 0 2 0
ltqchm 0 0 0 0 1
ltqchr 0 0 0 0 1
ltqedx 0 0 0 1 0
ltqintex 0 0 0 4 0
ltqltv 0 0 0 0 1
ltqmed 0 0 0 0 1
ltqpon 0 0 0 0 2
ltqrah 0 0 0 0 2
ltqrtz 0 0 0 0 1
ltqslt 0 0 0 0 2
ltqtec 0 0 0 0 1
ltqtow 0 0 0 0 2
ltquad 0 0 0 0 1
ltquantum 0 0 0 1 0
ltqueensland 0 0 0 1 0
ltquix 0 0 0 1 0
ltra 0 0 0 0 1
ltraa 0 0 0 1 0
ltraath 0 0 0 0 1
ltrabna 0 0 0 0 1
ltrabt 0 0 0 2 0
ltraco 0 0 0 0 1
ltrad 0 0 0 1 0
ltrada 0 0 0 1 0
ltradix 0 0 0 1 1
ltraffpa 0 0 0 0 1
ltrainbow 0 0 0 6 1
ltranchmen 0 0 0 0 1
ltrankl 0 0 0 0 1
ltrankxerox 0 0 0 0 1
ltraut 0 0 0 0 1
ltrav 0 0 0 0 1
ltray 0 0 0 0 1
ltraym 0 0 0 0 1
ltrban 0 0 0 3 0
ltrbd 0 0 0 1 0
ltrbg 0 0 0 0 1
ltrbi 0 0 0 1 0
ltrbok 0 0 0 1 0
ltrbsn 0 0 0 1 0
ltrbvbbr 0 0 0 0 1
ltrbyll 0 0 0 0 1
ltrcbi 0 0 0 1 0
ltrci 0 0 0 1 0
ltrcmt 0 0 0 0 1
ltrcot 0 0 0 0 1
ltrcp 0 0 0 0 1
ltrd 6 0 0 0 1
ltrda 2 0 0 0 1
ltrdgc 0 0 0 1 1
ltrdkn 0 0 0 0 1
ltrdr 0 0 0 1 0
ltrea 0 0 0 1 0
ltreed 0 0 0 3 0
ltreedl 0 0 0 1 0
ltrego 0 0 0 1 0
ltrell 0 0 0 0 1
ltrellto 0 0 0 1 0
ltrenaiss 0 0 0 0 1
ltrenapa 0 0 0 1 1
ltrenouf 0 0 0 3 0
ltrent 0 0 0 0 1
ltreph 0 0 0 2 0
ltresm 0 0 0 0 1
ltreut 0 0 0 0 1
ltrev 0 0 0 3 2
ltrevenu 0 0 0 0 1
ltrex 0 0 0 10 1
ltrexi 1 0 0 0 0
ltrfen 0 0 0 1 0
ltrfit 0 0 0 1 0
ltrg 0 0 0 0 1
ltrgi 0 0 0 0 1
ltrgl 0 0 0 1 0
ltrgo 1 0 0 0 0
ltrhd 0 0 0 0 1
ltrhmll 0 0 0 1 1
ltrhodic 0 0 0 1 0
ltrhonpa 0 0 0 1 0
ltri 0 0 0 0 1
ltride 0 0 0 0 1
ltriedel 0 0 0 1 0
ltrig 0 0 0 0 1
ltrihl 0 0 0 0 1
ltrini 0 0 0 1 0
ltrio 0 0 0 1 0
ltrisk 0 0 0 1 0
ltriverhead 0 0 0 1 0
ltriyad 0 0 1 0 1
ltrjr 0 0 0 2 0
ltrkwd 0 0 0 0 1
ltrl 0 0 0 0 1
ltrlifa 0 0 0 0 2
ltrlm 0 0 0 0 1
ltrmedu 0 0 0 0 1
ltrmipayout 0 0 0 0 1
ltrmj 0 0 0 1 0
ltrmuc 0 0 0 0 2
ltrni 0 0 0 2 0
ltrobn 0 0 0 0 1
ltrog 0 0 0 1 1
ltroger 0 0 0 1 0
ltroi 0 0 0 1 0
ltrok 0 0 0 0 1
ltrol 0 0 0 1 0
ltroll 0 0 0 1 1
ltronc 0 0 0 0 1
ltropk 0 0 0 1 0
ltrosehaugh 0 0 0 1 1
ltrosewood 0 0 0 2 0
ltrosskopf 0 0 0 1 0
ltrost 0 0 0 0 1
ltrotan 0 0 0 1 0
ltrothman 0 0 0 1 0
ltrow 0 0 0 0 1
ltroyal 0 0 0 1 6
ltroyex 0 0 0 1 0
ltrpch 0 0 0 4 0
ltrpica 0 0 0 0 1
ltrplo 0 0 0 0 1
ltrpt 0 0 0 0 2
ltrrco 0 0 0 2 2
ltrsch 0 0 0 0 1
ltrsgi 0 0 0 0 1
ltrsi 0 0 0 0 1
ltrsic 0 0 0 0 1
ltrsla 0 0 0 1 1
ltrsto 0 0 0 0 1
ltrt 0 0 0 1 2
ltrta 0 0 0 2 0
ltrtb 0 0 0 3 0
ltrtc 0 0 0 2 1
ltrth 0 0 0 0 2
ltrtn 0 0 0 0 1
ltrtrsi 0 0 0 1 0
ltrtrsl 0 0 0 2 1
ltrucfpa 0 0 0 0 1
ltrugbi 0 0 0 0 1
ltrwntl 0 0 0 0 1
ltrxh 0 0 0 1 0
ltrxsc 0 0 0 1 0
ltryan 0 0 0 0 1
ltryk 0 0 0 0 1
ltryl 0 0 0 0 1
ltsa 0 0 0 0 1
ltsaatchi 0 0 0 1 0
ltsab 1 0 0 0 0
ltsachi 0 0 0 1 0
ltsafeway 0 0 0 1 0
ltsaga 0 0 0 0 1
ltsage 0 0 0 1 0
ltsagool 1 0 0 0 0
ltsagpol 1 0 0 0 0
ltsaii 0 0 0 0 1
ltsaj 0 0 0 0 1
ltsale 0 0 0 1 0
ltsalgh 0 0 0 1 0
ltsalnu 0 0 0 1 0
ltsaloman 0 0 0 1 0
ltsam 0 0 0 0 1
ltsamsung 0 0 0 0 1
ltsamuel 0 0 0 1 0
ltsan 0 0 0 10 0
ltsanchez 0 0 0 1 0
ltsand 0 0 0 1 1
ltsanf 0 0 0 0 1
ltsanivan 0 0 0 1 0
ltsanpao 0 0 0 1 0
ltsanwa 0 0 0 1 1
ltsanzz 0 0 0 0 2
ltsar 0 0 0 0 2
ltsara 0 0 0 1 0
ltsasco 0 0 0 0 1
ltsaskatchewan 1 0 0 0 0
ltsaudi 0 0 2 0 4
ltsav 0 0 0 0 1
ltsavo 0 0 0 0 1
ltsax 0 0 0 0 1
ltsaxif 0 0 0 0 1
ltsb 0 0 0 5 2
ltsbc 0 0 0 0 1
ltsbgzz 0 0 0 0 1
ltsbm 0 0 0 0 1
ltsbn 0 0 0 0 1
ltsbo 0 0 0 0 1
ltsbp 0 0 0 1 0
ltsbr 0 0 0 0 1
ltsbvzz 0 0 0 0 1
ltsc 1 0 0 0 1
ltsca 0 0 0 0 1
ltscabst 0 0 0 0 1
ltscangraph 0 0 0 1 0
ltscat 0 0 0 0 1
ltscc 0 0 0 0 1
ltsce 0 0 0 0 1
ltsceptr 0 0 0 0 1
ltscf 0 0 0 2 0
ltschl 0 0 0 0 1
ltschnpa 0 0 0 2 0
ltsci 0 0 0 1 0
ltscixf 0 0 0 0 1
ltscm 0 0 0 1 1
ltscom 0 0 0 0 1
ltscot 0 0 0 0 1
ltscott 0 0 0 2 1
ltscottish 0 0 0 0 1
ltscovil 0 0 0 1 0
ltscr 0 0 0 0 2
ltscrp 0 0 0 1 0
ltscti 0 0 0 0 2
ltscurryrainbow 0 0 0 0 1
ltsdc 0 0 0 0 2
ltsdo 0 0 0 0 1
ltsdpvvi 0 0 0 0 1
ltsdwkl 0 0 0 1 0
ltsdyn 0 0 0 0 1
ltse 0 0 0 0 2
ltsea 0 0 0 0 1
ltseag 0 0 0 0 1
ltseagram 0 0 0 1 0
ltseam 0 0 0 0 2
ltseashor 0 0 0 1 0
ltseax 0 0 0 1 0
ltseb 0 0 0 0 1
ltsebro 0 0 0 1 0
ltsecond 0 0 0 1 0
ltsedio 0 0 0 1 0
ltseeq 0 0 0 0 1
ltsei 0 0 0 0 1
ltsel 0 0 0 1 0
ltselkirk 0 0 0 0 1
ltsenior 0 0 0 1 0
ltsensormat 0 0 0 0 1
ltseqp 0 0 0 0 1
ltser 0 0 0 0 1
ltservic 0 0 0 1 0
ltsfcd 0 0 0 0 1
ltsfcp 0 0 0 0 1
ltsfe 0 0 0 2 0
ltsfgd 0 0 0 0 1
ltsfi 0 0 0 1 1
ltsfmfpa 0 0 0 0 1
ltsfp 0 0 0 0 1
ltsftpr 0 0 0 0 1
ltsfx 0 0 0 6 0
ltsg 0 0 0 1 0
ltsgat 0 0 0 0 1
ltsgenpa 0 0 0 0 1
ltsgl 0 0 0 9 1
ltsgma 0 0 0 0 1
ltsgp 0 0 0 1 0
ltsh 0 0 0 1 0
ltsha 0 0 0 0 1
ltshamrock 0 0 0 1 0
ltshandwick 0 0 0 1 0
ltsharon 0 0 0 1 0
ltshaw 0 0 0 0 1
ltshc 5 0 0 0 0
ltshearson 0 0 0 3 0
ltsheet 0 0 0 1 0
ltshel 0 0 0 1 2
ltshell 0 0 0 0 3
ltsheppard 0 0 0 1 0
ltshfxf 0 0 0 0 1
ltshin 0 0 0 1 0
ltship 0 0 0 1 2
ltshkif 0 0 0 0 1
ltshlhhk 0 0 0 1 0
ltsho 0 0 0 0 2
ltshon 0 0 0 0 3
ltshowa 0 0 0 0 1
ltshp 0 0 0 0 1
ltshsb 0 0 0 0 1
ltshu 0 0 0 0 1
ltshv 0 0 0 3 0
ltsidi 0 0 0 0 1
ltsidro 0 0 0 1 0
ltsie 0 0 0 0 1
ltsieb 0 0 0 2 0
ltsiegf 0 0 0 7 1
ltsiemen 0 0 0 2 0
ltsienna 1 0 0 0 0
ltsigma 0 0 0 0 1
ltsignatur 0 0 0 1 0
ltsigntech 0 0 0 0 1
ltsigr 0 0 0 0 1
ltsilicon 0 0 0 0 1
ltsilverton 0 0 0 1 0
ltsime 0 0 0 0 1
ltsimm 0 0 0 0 1
ltsinc 0 0 0 1 1
ltsinohk 0 0 0 1 0
ltsisb 0 0 0 1 1
ltsix 0 0 0 0 1
ltsizz 0 0 0 0 1
ltsjr 0 0 0 0 1
ltsjt 1 0 0 0 1
ltsk 0 0 0 3 0
ltskandia 0 0 0 1 0
ltskb 0 0 0 1 1
ltskbsst 0 0 0 1 0
ltskdsst 0 0 0 1 0
ltski 0 0 0 2 1
ltskii 0 0 0 0 2
ltskip 0 0 0 0 1
ltsklkt 0 0 0 0 1
ltskp 0 0 0 2 0
ltskpsst 0 0 0 1 0
ltsl 0 0 0 0 1
ltslb 1 0 0 7 0
ltslbn 0 0 0 1 0
ltslc 3 0 0 0 0
ltsle 0 0 0 2 0
ltslhc 0 0 0 0 1
ltsloul 0 0 0 0 1
ltslt 0 0 0 0 1
ltsltm 0 0 0 0 1
ltslvn 0 0 0 0 1
ltsm 0 0 0 6 0
ltsmb 0 0 0 1 0
ltsmbsst 0 0 0 2 1
ltsmed 0 0 0 0 1
ltsmg 0 0 0 0 1
ltsmin 0 0 0 0 1
ltsml 0 0 0 1 0
ltsmni 0 0 0 0 1
ltsmsi 0 0 0 1 1
ltsnat 0 0 0 0 1
ltsnbl 0 0 0 0 1
ltsnc 0 0 0 0 1
ltsndcf 0 0 0 0 2
ltsnet 0 0 0 0 1
ltsng 0 0 0 0 2
ltsni 0 0 0 0 1
ltsnl 0 0 0 1 0
ltsnsr 0 0 0 1 1
ltsnst 0 0 0 0 1
ltsnw 0 0 0 0 1
ltso 0 0 0 0 1
ltsoaf 0 0 0 0 1
ltsociedad 0 0 0 1 0
ltsociet 0 0 0 5 1
ltsogecr 0 0 0 1 0
ltsoi 0 0 0 3 1
ltsolr 0 0 0 0 1
ltsolv 1 0 0 0 0
ltsona 0 0 0 1 0
ltsono 0 0 0 1 0
ltsoo 0 0 0 1 0
ltsosa 0 0 0 0 1
ltsotr 0 0 0 1 0
ltsout 0 0 0 0 1
ltsouth 0 0 0 1 1
ltsoutham 0 0 0 2 0
ltsouthern 0 0 0 1 0
ltsovr 0 0 0 2 0
ltsp 0 0 0 0 1
ltspar 0 0 0 0 2
ltspc 0 0 0 8 0
ltspcn 0 0 0 1 0
ltspec 0 0 0 0 2
ltspf 0 0 0 1 0
ltspi 0 0 0 0 2
ltspilf 0 0 0 0 1
ltspip 0 0 0 0 1
ltsplf 0 0 0 0 1
ltsptn 0 0 0 0 2
ltsptr 0 0 0 0 1
ltsrb 1 0 0 0 0
ltsrc 0 0 0 2 1
ltsrce 0 0 0 1 0
ltsrd 1 0 0 4 0
ltsrdn 0 0 0 1 0
ltsrfi 0 0 0 0 1
ltsrg 0 0 0 1 0
ltsrl 0 0 0 1 1
ltsrp 0 0 0 0 1
ltsrv 0 0 0 0 2
ltss 0 0 0 0 1
ltssax 0 0 0 0 1
ltssbk 0 0 0 3 0
ltssc 0 0 0 0 1
ltssdn 0 0 0 1 0
ltssiaa 0 0 0 1 0
ltssmc 0 0 0 0 2
ltsss 0 0 0 0 2
ltsssl 0 0 0 0 1
ltsssv 0 0 0 0 1
ltst 2 0 0 0 1
ltsta 0 0 0 1 2
ltstaf 0 0 0 1 0
ltstan 0 0 0 0 2
ltstanford 0 0 0 1 0
ltstanwel 0 0 0 1 0
ltstar 0 0 0 1 0
ltstatol 3 0 0 0 0
ltstb 0 0 0 1 2
ltstbd 0 0 0 0 1
ltstbk 0 0 0 0 1
ltstchl 0 0 0 0 3
ltstcll 0 0 0 0 1
